	trial_type	onset	duration	duration_bk2	level	stim_file
0	gym-retro_game	0.0074999999997089	135.3683000000001	176.1	1-0	Missing file
1	gym-retro_game	141.40999999999983	81.78380000000016	81.8	4-1	sourcedata/sub-04/behavior/ses-shinobi_011/sub-04_ses-shinobi_011_20210318-091402_ShinobiIIIReturnOfTheNinjaMaster-Genesis_Level4-1_004.bk2
2	gym-retro_game	229.26159999999985	175.10190000000057	175.11666666666667	5-0	sourcedata/sub-04/behavior/ses-shinobi_011/sub-04_ses-shinobi_011_20210318-091402_ShinobiIIIReturnOfTheNinjaMaster-Genesis_Level5-0_004.bk2
3	gym-retro_game	410.4144999999999	169.1189000000004	169.13333333333333	1-0	sourcedata/sub-04/behavior/ses-shinobi_011/sub-04_ses-shinobi_011_20210318-091402_ShinobiIIIReturnOfTheNinjaMaster-Genesis_Level1-0_005.bk2
4	gym-retro_game	585.6001999999999	210.65210000000025	210.65	4-1	sourcedata/sub-04/behavior/ses-shinobi_011/sub-04_ses-shinobi_011_20210318-091402_ShinobiIIIReturnOfTheNinjaMaster-Genesis_Level4-1_005.bk2
