trial_type	onset	duration	duration_bk2	level	stim_file
gym-retro_game	0.0075999999971827	187.07949999999985	187.11666666666667	1-0	sub-04/ses-002/gamelogs/sub-04_ses-002_task-shinobi_run-03_level-1_rep-03.bk2
gym-retro_game	193.154300000002	183.5694999999978	183.5833333333333	4-1	sub-04/ses-002/gamelogs/sub-04_ses-002_task-shinobi_run-03_level-4_rep-03.bk2
gym-retro_game	382.7903999999981	194.3027000000002	194.31666666666663	5-0	sub-04/ses-002/gamelogs/sub-04_ses-002_task-shinobi_run-03_level-5_rep-02.bk2
gym-retro_game	583.1601999999984	186.91930000000136	186.91666666666663	1-0	sub-04/ses-002/gamelogs/sub-04_ses-002_task-shinobi_run-03_level-1_rep-04.bk2
