	trial_type	onset	duration	duration_bk2	level	stim_file
0	gym-retro_game	0.0080000000016298	122.91799999999056	153.76666666666668	1-0	Missing file
1	gym-retro_game	127.75669999999808	155.89040000000386	194.96666666666667	4-1	Missing file
2	gym-retro_game	288.50650000000314	126.67389999999432	181.9	5-0	Missing file
3	gym-retro_game	420.0097999999998	163.8752999999997	204.95	1-0	Missing file
4	gym-retro_game	588.7206999999908	130.66930000000866	163.41666666666666	4-1	Missing file
