Unnamed: 0	trial_type	onset	duration	duration_bk2	level	stim_file
0	gym-retro_game	0.0077999999921303	115.52969999999914	144.53333333333333	1-0	Missing file
1	gym-retro_game	120.36969999999565	169.97930000000633	212.5833333333333	4-1	Missing file
2	gym-retro_game	295.20819999999367	149.36070000000473	186.8	5-0	Missing file
3	gym-retro_game	449.4010999999882	100.38580000000366	125.56666666666666	1-0	Missing file
4	gym-retro_game	554.6203999999998	70.11639999999898	87.7	4-1	Missing file
