trial_type	game	level	stim_file	onset	sample
gym-retro_game	ShinobiIIIReturnOfTheNinjaMaster-Genesis	Level1-0	sub-04/ses-010/gamelogs/sub-04_ses-010_task-shinobi_run-04_level-1_rep-04.bk2	0.004888057708740234	1139388.796143962
gym-retro_game	ShinobiIIIReturnOfTheNinjaMaster-Genesis	Level4-1	sub-04/ses-010/gamelogs/sub-04_ses-010_task-shinobi_run-04_level-4_rep-03.bk2	196.26306796073914	1139585.054328553
gym-retro_game	ShinobiIIIReturnOfTheNinjaMaster-Genesis	Level5-0	sub-04/ses-010/gamelogs/sub-04_ses-010_task-shinobi_run-04_level-5_rep-03.bk2	412.3574619293213	1139801.14872159
gym-retro_game	ShinobiIIIReturnOfTheNinjaMaster-Genesis	Level1-0	sub-04/ses-010/gamelogs/sub-04_ses-010_task-shinobi_run-04_level-1_rep-05.bk2	596.1187949180603	1139984.910054426
